# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_0787	NC_001136.10	142097	144223	+	2127	131	214	155	176	212	296
gene_0788	NC_001136.10	144484	145518	-	1035	161	181	129	119	145	126
gene_0789	NC_001136.10	145826	147589	-	1764	2098	2554	2027	1109	1111	1426
gene_0790	NC_001136.10	148191	149078	+	888	578	711	575	531	556	968
gene_0791	NC_001136.10	149203	155640	-	6438	2686	3961	3189	3088	4197	5325
gene_0792	NC_001136.10	156318	157904	+	1587	320	491	369	272	352	430
gene_0793	NC_001136.10	158064	158735	-	672	21	23	7	180	218	285
gene_0794	NC_001136.10	159604	160764	+	1161	696	895	685	877	1120	1526
gene_0795	NC_001136.10	160995	163154	-	2160	535	784	624	218	245	299
gene_0796	NC_001136.10	163449	164042	-	594	294	444	305	151	172	227
gene_0797	NC_001136.10	164290	164865	+	576	211	247	156	125	171	223
gene_0798	NC_001136.10	164987	167254	-	2268	502	670	479	301	335	419
gene_0799	NC_001136.10	167714	169078	+	1365	534	660	488	425	477	645
gene_0800	NC_001136.10	169366	169608	-	243	93	93	71	51	63	82
gene_0801	NC_001136.10	170410	171930	-	1521	254	332	263	137	217	253
gene_0802	NC_001136.10	172182	172313	+	132	5	6	1	2	3	3
gene_0803	NC_001136.10	172481	174028	+	1548	174	266	151	189	193	238
gene_0804	NC_001136.10	174232	174588	-	357	347	502	297	194	269	322
gene_0805	NC_001136.10	174918	176486	+	1569	134	206	149	106	104	144
gene_0806	NC_001136.10	176773	178056	+	1284	378	486	354	262	318	370
gene_0807	NC_001136.10	178334	181039	+	2706	104	133	94	160	195	198
gene_0808	NC_001136.10	181186	183018	-	1833	893	1244	916	440	553	833
gene_0809	NC_001136.10	183343	184611	+	1269	442	596	431	230	249	350
gene_0810	NC_001136.10	184925	187918	+	2994	154	205	150	285	373	438
gene_0811	NC_001136.10	188154	190586	-	2433	838	1159	877	376	433	539
gene_0812	NC_001136.10	190924	192261	+	1338	1504	2187	1407	1556	2178	2769
gene_0813	NC_001136.10	192750	194225	+	1476	141	145	94	73	86	111
gene_0814	NC_001136.10	194571	198176	-	3606	2065	3156	2267	1290	1528	1847
gene_0815	NC_001136.10	198662	199732	-	1071	348	479	311	408	423	592
gene_0816	NC_001136.10	199996	201582	+	1587	1638	2421	1781	866	1053	1393
gene_0817	NC_001136.10	201719	202570	-	852	122	153	91	149	137	211
gene_0818	NC_001136.10	203039	205111	+	2073	434	599	411	254	301	331
gene_0819	NC_001136.10	205360	210561	-	5202	2114	3046	2296	1456	1811	2243
gene_0820	NC_001136.10	211375	212046	-	672	70	77	54	42	54	75
gene_0821	NC_001136.10	213351	215642	+	2292	306	342	258	213	251	374
gene_0822	NC_001136.10	216529	217074	+	546	1519	1717	1178	1414	1971	2476
gene_0823	NC_001136.10;NC_001136.10	217600;218008	217602;218367	+;+	363	3211	4535	2986	964	1180	1592
gene_0824	NC_001136.10	218680	219288	-	609	428	508	353	398	484	568
gene_0825	NC_001136.10	219662	220771	-	1110	489	608	448	386	529	655
gene_0826	NC_001136.10	221724	221801	-	78	8859	13658	6784	2873	3130	4759
gene_0827	NC_001136.10	222427	223740	+	1314	210	295	190	192	281	289
gene_0828	NC_001136.10	224304	226751	+	2448	797	1161	824	668	895	1186
gene_0829	NC_001136.10	227393	228715	+	1323	2470	3488	2635	1445	1733	2265
gene_0830	NC_001136.10	229171	229431	+	261	243	218	163	832	1050	1396
gene_0831	NC_001136.10;NC_001136.10	229906;230321	230019;230527	+;+	321	3782	4886	3801	1187	1368	1857
gene_0832	NC_001136.10	231024	231899	+	876	77	106	68	100	140	143
gene_0833	NC_001136.10	232652	233887	+	1236	712	934	580	985	976	1200
gene_0834	NC_001136.10	234927	235853	+	927	149	174	114	90	83	133
gene_0835	NC_001136.10	236157	238664	-	2508	4907	6961	5087	4099	5429	6391
gene_0836	NC_001136.10;NC_001136.10	239019;239510	239398;239606	-;-	477	899	1089	768	820	961	1301
gene_0837	NC_001136.10	240259	241197	+	939	696	668	393	1641	2310	2900
gene_0838	NC_001136.10	241418	241840	+	423	179	243	177	280	284	434
gene_0839	NC_001136.10	242552	244981	+	2430	980	1434	1085	522	674	823
gene_0840	NC_001136.10	245133	245582	-	450	510	731	420	214	247	361
gene_0841	NC_001136.10	245923	246447	+	525	298	406	296	255	293	323
gene_0842	NC_001136.10	246689	247612	-	924	133	189	124	83	89	137
gene_0843	NC_001136.10	248581	251238	+	2658	409	637	466	273	349	428
gene_0844	NC_001136.10	251566	253746	+	2181	430	725	479	339	411	500
gene_0845	NC_001136.10;NC_001136.10	253995;255045	254974;255126	-;-	1062	273	415	261	315	354	568
gene_0846	NC_001136.10	255604	256530	+	927	7	5	3	9	9	14
gene_0847	NC_001136.10	256633	258555	-	1923	239	302	212	353	401	528
gene_0848	NC_001136.10	258915	263225	+	4311	695	1066	798	396	501	564
gene_0849	NC_001136.10	263313	264110	-	798	369	499	343	171	192	246
gene_0850	NC_001136.10	264512	264964	-	453	273	289	187	1025	1324	1753
gene_0851	NC_001136.10	265258	267201	-	1944	110	144	108	111	133	175
gene_0852	NC_001136.10;NC_001136.10	267698;267807	267725;268699	+;+	921	169	202	147	142	179	240
gene_0853	NC_001136.10	268921	269976	+	1056	163	200	126	153	193	241
gene_0854	NC_001136.10	270222	271901	-	1680	227	320	216	213	296	362
gene_0855	NC_001136.10	272389	273597	+	1209	81	107	69	53	62	84
gene_0856	NC_001136.10	273653	274876	-	1224	114	163	77	139	159	173
gene_0857	NC_001136.10	275148	276581	-	1434	425	510	425	365	481	621
gene_0858	NC_001136.10	276872	280165	+	3294	288	485	344	279	327	428
gene_0859	NC_001136.10	280307	281848	-	1542	302	440	265	215	267	330
gene_0860	NC_001136.10	282112	283176	-	1065	1453	2049	1490	881	1093	1438
gene_0861	NC_001136.10	283419	284444	+	1026	518	585	493	504	659	820
gene_0862	NC_001136.10	284581	285165	-	585	75	84	67	32	69	121
gene_0863	NC_001136.10	285391	286695	-	1305	1620	2185	1679	1256	1554	2062
gene_0864	NC_001136.10	287059	289512	+	2454	2279	3085	2109	925	968	1169
gene_0865	NC_001136.10	289909	292140	+	2232	343	460	339	190	247	322
gene_0866	NC_001136.10	292781	293221	+	441	332	440	336	167	217	251
gene_0867	NC_001136.10	293392	294759	-	1368	228	283	195	350	433	499
gene_0868	NC_001136.10	295034	296329	-	1296	202	244	171	149	189	242
gene_0869	NC_001136.10	296820	298274	+	1455	229	313	227	189	291	308
gene_0870	NC_001136.10	298417	300003	-	1587	398	554	391	312	372	463
gene_0871	NC_001136.10	300214	300999	-	786	58	109	70	49	77	106
gene_0872	NC_001136.10	301413	302234	+	822	514	585	460	420	491	590
gene_0873	NC_001136.10	302464	302670	-	207	346	432	269	91	73	98
gene_0874	NC_001136.10	303211	304848	+	1638	27	27	25	936	1189	1430
gene_0875	NC_001136.10	305237	306577	+	1341	2732	3827	2739	1352	1632	2117
gene_0876	NC_001136.10;NC_001136.10	306926;307766	307333;307789	-;-	432	5426	7230	5167	1494	1760	2235
gene_0877	NC_001136.10;NC_001136.10	308424;308793	308427;309388	+;+	600	3560	5015	3726	908	1062	1545
gene_0878	NC_001136.10	309802	310122	-	321	5534	7502	5407	1679	2001	2978
gene_0879	NC_001136.10	310642	312471	-	1830	307	369	259	221	267	317
gene_0880	NC_001136.10;NC_001136.10	312951;314337	314044;314748	-;-	1506	90	110	71	277	299	389
gene_0881	NC_001136.10	315357	316388	-	1032	855	1111	787	1828	2209	2933
gene_0882	NC_001136.10	316971	320120	-	3150	276	417	299	229	291	306
gene_0883	NC_001136.10	320668	321552	-	885	279	322	252	203	251	330
gene_0884	NC_001136.10;NC_001136.10	322226;322704	322282;322988	+;+	342	4959	6647	5000	1515	1753	2478
gene_0885	NC_001136.10	323217	323471	-	255	50	81	62	11	7	11
gene_0886	NC_001136.10	324047	326149	-	2103	806	1078	746	445	569	754
gene_0887	NC_001136.10	326613	329567	+	2955	499	698	518	261	314	391
gene_0888	NC_001136.10	329836	330447	-	612	633	740	502	525	661	871
gene_0889	NC_001136.10	331024	332940	+	1917	1186	1523	1060	860	1018	1362
gene_0890	NC_001136.10	333121	333810	-	690	94	121	88	82	72	117
gene_0891	NC_001136.10	334217	334396	-	180	658	853	527	898	1058	1413
gene_0892	NC_001136.10	334835	336121	+	1287	1730	2320	1656	910	1045	1224
gene_0893	NC_001136.10	336249	337277	-	1029	383	600	373	361	416	603
gene_0894	NC_001136.10;NC_001136.10	337487;337635	337524;338070	+;+	474	282	405	251	209	218	271
gene_0895	NC_001136.10	338272	340134	-	1863	452	674	480	193	225	300
gene_0896	NC_001136.10	340628	340798	-	171	2607	3374	2440	896	1005	1367
gene_0897	NC_001136.10	341619	343985	+	2367	901	1350	1023	378	461	682
gene_0898	NC_001136.10	344237	344953	-	717	303	375	281	116	147	203
gene_0899	NC_001136.10	345665	351037	+	5373	721	1134	787	426	585	752
gene_0900	NC_001136.10	351434	352420	+	987	81	107	87	122	125	155
gene_0901	NC_001136.10	352877	355378	+	2502	363	484	362	253	326	433
gene_0902	NC_001136.10	355674	356759	-	1086	7135	9549	6693	2574	2930	3849
gene_0903	NC_001136.10;NC_001136.10	359577;359637	359613;359672	+;+	73	5	5	8	3	0	3
gene_0904	NC_001136.10	359825	361285	-	1461	399	568	421	410	535	648
gene_0905	NC_001136.10	361699	362256	-	558	370	476	309	338	407	481
gene_0906	NC_001136.10	362672	363583	-	912	521	728	473	209	231	274
gene_0907	NC_001136.10	363952	364779	+	828	981	1410	976	428	572	735
gene_0908	NC_001136.10	365068	365874	-	807	154	187	123	536	713	890
gene_0909	NC_001136.10	366739	368211	-	1473	141	141	84	205	287	318
gene_0910	NC_001136.10	369771	370706	+	936	601	837	656	470	532	748
gene_0911	NC_001136.10	371240	371761	+	522	980	1350	944	1106	1176	1501
gene_0912	NC_001136.10	372248	372535	+	288	273	357	230	146	173	268
gene_0913	NC_001136.10	372688	373608	-	921	221	272	199	204	242	309
gene_0914	NC_001136.10	373967	375289	-	1323	149	192	143	150	170	218
gene_0915	NC_001136.10	375680	376480	-	801	137	168	128	116	146	201
gene_0916	NC_001136.10	376757	378445	-	1689	142	257	168	156	196	220
gene_0917	NC_001136.10	378874	381438	-	2565	1002	1504	1084	538	603	745
gene_0918	NC_001136.10	381985	384081	-	2097	452	547	429	52	95	107
gene_0919	NC_001136.10	384601	385587	-	987	207	231	227	18	23	30
gene_0920	NC_001136.10	387513	388901	-	1389	195	257	215	140	154	189
gene_0921	NC_001136.10	389172	392057	-	2886	492	715	484	390	478	580
gene_0922	NC_001136.10	392659	393912	-	1254	143	158	107	121	99	135
gene_0923	NC_001136.10	394217	397204	+	2988	924	1323	1016	562	722	986
gene_0924	NC_001136.10	397537	399129	+	1593	202	294	207	146	164	237
gene_0925	NC_001136.10;NC_001136.10	399340;399485	399361;400638	+;+	1176	1283	1572	1145	879	1053	1348
gene_0926	NC_001136.10	400997	403291	-	2295	304	388	264	248	281	350
gene_0927	NC_001136.10	403695	404957	-	1263	261	326	179	490	566	777
gene_0928	NC_001136.10	405344	407206	-	1863	466	630	443	464	590	765
gene_0929	NC_001136.10	408451	409857	-	1407	20	13	15	73	116	118
gene_0930	NC_001136.10	409808	410056	-	249	0	0	0	4	6	6
gene_0931	NC_001136.10	410379	410451	+	73	0	0	0	0	0	0
gene_0932	NC_001136.10	411825	413000	+	1176	1407	1303	915	1529	2157	2708
gene_0933	NC_001136.10	413953	414888	+	936	68	55	48	210	264	377
gene_0934	NC_001136.10	415113	416708	-	1596	703	730	601	1088	1687	2102
gene_0935	NC_001136.10	417663	421514	-	3852	795	1145	735	595	750	957
gene_0936	NC_001136.10	422833	423510	-	678	240	298	201	166	210	243
gene_0937	NC_001136.10	424209	425732	+	1524	102	159	144	153	153	217
gene_0938	NC_001136.10	426002	426934	-	933	1196	1682	1140	615	724	903
gene_0939	NC_001136.10	427364	428347	+	984	3254	4541	3433	858	1034	1362
gene_0940	NC_001136.10	429067	430926	+	1860	236	270	196	237	259	349
gene_0941	NC_001136.10;NC_001136.10	431108;431473	431386;431517	-;-	324	301	347	236	160	188	232
gene_0942	NC_001136.10	432330	433025	+	696	189	242	178	204	259	320
gene_0943	NC_001136.10	432925	433248	-	324	44	51	32	30	51	56
gene_0944	NC_001136.10	433497	433994	+	498	172	217	152	130	163	192
gene_0945	NC_001136.10	434264	434336	-	73	0	0	0	2	2	2
gene_0946	NC_001136.10	436567	436824	-	258	0	1	0	0	1	1
gene_0947	NC_001136.10	437772	437853	+	82	0	0	0	0	0	0
gene_0948	NC_001136.10	438047	439360	+	1314	2409	3191	2251	1551	1791	2592
gene_0949	NC_001136.10	439909	440754	+	846	237	302	192	170	172	229
gene_0950	NC_001136.10	441014	442309	-	1296	331	432	307	291	368	512
gene_0951	NC_001136.10	443029	443511	+	483	739	922	654	1141	1260	1627
gene_0952	NC_001136.10	444683	446383	+	1701	739	882	674	321	366	459
gene_0953	NC_001136.10	446967	447578	-	612	271	328	227	201	190	282
gene_0954	NC_001136.10	447984	449276	+	1293	230	247	184	155	249	284
gene_0955	NC_001136.10	450220	452475	-	2256	448	556	350	894	1274	1461
gene_0956	NC_001136.10	453045	453650	+	606	2082	2993	2019	816	1039	1481
gene_0957	NC_001136.10	454122	454754	+	633	169	186	120	252	265	329
gene_0958	NC_001136.10	454782	454904	+	123	42	50	44	68	82	96
gene_0959	NC_001136.10	455201	456583	+	1383	293	354	240	266	357	405
gene_0960	NC_001136.10;NC_001136.10	456836;458098	458017;458103	-;-	1188	284	324	232	396	515	666
gene_0961	NC_001136.10	458542	461247	-	2706	373	470	366	452	519	691
gene_0962	NC_001136.10	461842	462516	+	675	280	360	234	249	253	329
gene_0963	NC_001136.10	463434	464996	+	1563	32	32	24	129	139	147
gene_0964	NC_001136.10	465051	465383	-	333	5	2	5	13	11	17
gene_0965	NC_001136.10	465919	470424	+	4506	1007	1440	1204	894	1230	1502
gene_0966	NC_001136.10	471853	472941	+	1089	4612	6676	4989	1625	2080	2592
gene_0967	NC_001136.10	473157	473783	+	627	108	130	98	67	93	125
gene_0968	NC_001136.10	474046	475989	+	1944	93	143	81	102	137	179
gene_0969	NC_001136.10	477797	478285	+	489	3	6	6	13	11	25
gene_0970	NC_001136.10	478474	478758	-	285	161	177	103	72	63	124
gene_0971	NC_001136.10	479115	482267	-	3153	452	589	438	412	498	582
gene_0972	NC_001136.10	482670	483860	-	1191	12	10	5	187	268	276
gene_0973	NC_001136.10	484163	485365	-	1203	2097	3062	2122	1076	1074	1275
gene_0974	NC_001136.10	485746	486444	-	699	121	166	135	65	86	109
gene_0975	NC_001136.10	486804	488003	+	1200	130	159	114	58	76	92
gene_0976	NC_001136.10	488072	488662	-	591	77	105	75	107	136	142
gene_0977	NC_001136.10	488797	488870	-	74	5	4	0	2	3	1
gene_0978	NC_001136.10	489508	490896	+	1389	2441	3457	2537	1093	1404	1795
gene_0979	NC_001136.10;NC_001136.10	491515;491899	491559;492324	+;+	471	4429	6104	4639	1522	1691	2372
gene_0980	NC_001136.10	492556	494268	-	1713	313	431	317	219	275	341
gene_0981	NC_001136.10	494649	497318	-	2670	429	603	451	320	348	498
gene_0982	NC_001136.10	497835	500879	-	3045	1108	1465	1093	957	1216	1436
gene_0983	NC_001136.10	501100	501414	+	315	75	126	80	62	103	99
gene_0984	NC_001136.10	501753	503273	-	1521	85	92	76	140	159	230
gene_0985	NC_001136.10	503498	503863	+	366	168	230	128	115	129	199
gene_0986	NC_001136.10	504099	504695	-	597	800	950	643	1510	1888	2374
gene_0987	NC_001136.10	508147	509109	+	963	5894	7438	5253	1627	2325	2644
gene_0988	NC_001136.10	509737	512109	-	2373	677	1043	720	481	578	702
gene_0989	NC_001136.10	514043	519356	-	5314	53	69	57	41	47	61
gene_0990	NC_001136.10	518040	519356	-	1317	0	0	0	0	0	0
gene_0991	NC_001136.10	519743	519826	+	84	0	0	0	0	0	0
gene_0992	NC_001136.10	520516	520692	-	177	1	1	1	0	1	3
gene_0993	NC_001136.10	520972	521043	+	72	0	0	0	0	0	1
gene_0994	NC_001136.10	521314	521469	+	156	41	30	24	52	86	88
gene_0995	NC_001136.10	521816	522928	+	1113	1062	1495	1137	1039	1163	1560
gene_0996	NC_001136.10	523211	524713	-	1503	4	13	1	5	9	7
gene_0997	NC_001136.10	525440	527215	+	1776	391	645	449	153	172	305
gene_0998	NC_001136.10	527422	530697	-	3276	0	2	3	5	5	15
gene_0999	NC_001136.10	531307	534582	-	3276	0	1	0	3	2	3
gene_1000	NC_001136.10	535192	538467	-	3276	30	31	27	55	83	86
gene_1001	NC_001136.10	539803	540414	+	612	435	514	346	309	300	476
gene_1002	NC_001136.10	540601	541203	-	603	10	13	10	8	5	13
gene_1003	NC_001136.10	541602	541700	-	99	12	24	18	5	4	14
gene_1004	NC_001136.10	542674	543369	-	696	204	206	136	367	487	630
gene_1005	NC_001136.10	546642	547628	+	987	265	380	285	149	170	222
gene_1006	NC_001136.10	547978	548310	-	333	305	374	258	93	88	139
gene_1007	NC_001136.10	548762	550576	-	1815	465	190	112	55	64	59
gene_1008	NC_001136.10	551860	552948	+	1089	522	744	556	307	311	422
gene_1009	NC_001136.10	553254	555152	+	1899	291	446	298	163	208	291
gene_1010	NC_001136.10	555726	556472	-	747	18050	24766	18010	4596	6180	8251
gene_1011	NC_001136.10	557056	558060	-	1005	439	523	388	319	398	517
gene_1012	NC_001136.10	558511	560625	-	2115	426	613	431	346	427	533
gene_1013	NC_001136.10	561440	562327	-	888	529	701	481	540	609	847
gene_1014	NC_001136.10	563527	564861	+	1335	1011	1151	829	1326	1602	1944
gene_1015	NC_001136.10	565023	565640	-	618	438	560	407	283	363	516
gene_1016	NC_001136.10	565927	567555	+	1629	302	400	291	263	344	442
gene_1017	NC_001136.10	567723	568703	-	981	113	125	86	93	103	138
gene_1018	NC_001136.10	568882	568953	+	72	0	0	0	0	0	0
gene_1019	NC_001136.10	568964	569035	+	72	1	2	1	0	0	0
gene_1020	NC_001136.10;NC_001136.10	569234;569724	569633;569770	-;-	447	120	125	79	542	650	853
gene_1021	NC_001136.10	570649	573726	+	3078	1709	2572	1864	734	835	1132
gene_1022	NC_001136.10	574164	575783	+	1620	536	636	476	335	417	539
gene_1023	NC_001136.10	576474	578159	+	1686	1600	2201	1493	810	963	1256
gene_1024	NC_001136.10	578663	579112	+	450	233	275	217	191	218	300
gene_1025	NC_001136.10;NC_001136.10	579458;580018	579478;580452	+;+	456	7278	10002	6750	2146	2490	3521
gene_1026	NC_001136.10	580687	581784	+	1098	126	157	126	94	119	155
gene_1027	NC_001136.10	581908	582498	-	591	73	119	69	81	86	109
gene_1028	NC_001136.10	582791	583465	-	675	183	226	169	108	166	201
gene_1029	NC_001136.10	583713	584645	+	933	434	546	411	306	413	517
gene_1030	NC_001136.10	584939	587719	-	2781	212	302	215	216	244	285
gene_1031	NC_001136.10	588098	588379	-	282	11	15	8	995	1539	1996
gene_1032	NC_001136.10	588827	589402	-	576	755	1048	686	511	668	874
gene_1033	NC_001136.10	589761	591344	-	1584	613	656	420	517	588	799
gene_1034	NC_001136.10	592439	592948	+	510	161	192	119	196	253	293
gene_1035	NC_001136.10	593893	596583	+	2691	623	585	390	1871	2574	3037
gene_1036	NC_001136.10	597156	598082	+	927	221	319	227	243	285	428
gene_1037	NC_001136.10	598468	599688	+	1221	86	142	118	108	137	153
gene_1038	NC_001136.10	600793	601809	+	1017	4821	2151	1284	15502	18248	22516
gene_1039	NC_001136.10	602198	602869	-	672	149	183	99	124	160	201
gene_1040	NC_001136.10	603064	603399	+	336	144	182	116	131	169	245
gene_1041	NC_001136.10	603593	603811	-	219	155	197	111	58	80	110
gene_1042	NC_001136.10	604008	606986	+	2979	318	455	313	355	423	477
gene_1043	NC_001136.10	607304	610081	-	2778	402	561	425	280	392	458
gene_1044	NC_001136.10	610441	611925	+	1485	176	217	157	163	213	215
gene_1045	NC_001136.10	612073	613251	+	1179	464	670	516	198	229	301
gene_1046	NC_001136.10	613405	614004	-	600	278	355	229	184	189	269
gene_1047	NC_001136.10	614288	616150	-	1863	134	141	90	369	406	511
gene_1048	NC_001136.10	616928	617170	-	243	1033	1410	1013	474	603	769
gene_1049	NC_001136.10	617470	618306	-	837	386	688	496	212	247	337
gene_1050	NC_001136.10	618497	619645	-	1149	220	294	186	136	175	243
gene_1051	NC_001136.10	619969	620041	-	73	1	1	0	0	0	0
gene_1052	NC_001136.10	622112	624721	+	2610	556	900	645	178	238	253
gene_1053	NC_001136.10	625066	625998	-	933	208	318	220	212	275	315
gene_1054	NC_001136.10	626708	628534	-	1827	1780	2531	1939	758	917	1119
gene_1055	NC_001136.10;NC_001136.10	629876;630174	629905;630605	+;+	462	336	403	280	300	302	436
gene_1056	NC_001136.10	631282	636120	+	4839	756	1030	770	349	401	448
gene_1057	NC_001136.10	637139	639823	+	2685	184	265	167	340	442	521
gene_1058	NC_001136.10	640109	643837	-	3729	569	898	640	477	543	771
gene_1059	NC_001136.10	644178	644930	-	753	685	1024	693	369	323	513
gene_1060	NC_001136.10	645153	645224	-	72	0	0	0	0	0	0
gene_1061	NC_001136.10	645858	651126	-	5269	11	29	16	7	5	8
gene_1062	NC_001136.10	649804	651126	-	1323	0	0	0	0	0	0
gene_1063	NC_001136.10	653607	654428	+	822	1571	1939	1473	1929	2673	3179
gene_1064	NC_001136.10	655013	655444	+	432	292	413	232	299	346	423
gene_1065	NC_001136.10	655686	657467	-	1782	850	1245	939	325	421	581
gene_1066	NC_001136.10	657648	657980	-	333	18	15	13	7	7	8
gene_1067	NC_001136.10	658350	661103	+	2754	288	432	263	213	236	308
gene_1068	NC_001136.10	661173	664910	-	3738	210	260	196	270	362	491
gene_1069	NC_001136.10	665349	666770	-	1422	572	692	506	322	415	553
gene_1070	NC_001136.10	667004	667858	+	855	15	26	13	24	30	40
gene_1071	NC_001136.10	668007	668080	-	74	1	2	0	3	2	2
gene_1072	NC_001136.10	669016	671034	-	2019	171	248	146	125	170	178
gene_1073	NC_001136.10	671269	673365	+	2097	238	352	270	152	222	246
gene_1074	NC_001136.10	673520	675667	-	2148	260	314	214	287	399	444
gene_1075	NC_001136.10	676102	677802	+	1701	420	611	423	223	275	345
gene_1076	NC_001136.10	678241	679764	-	1524	161	264	188	372	496	526
gene_1077	NC_001136.10	680496	681617	-	1122	182	245	192	194	241	298
gene_1078	NC_001136.10	681924	682226	-	303	0	1	1	0	1	3
gene_1079	NC_001136.10	682175	682492	+	318	280	313	197	182	199	257
gene_1080	NC_001136.10	682724	683581	-	858	434	526	381	287	283	447
gene_1081	NC_001136.10	683946	685643	-	1698	241	304	227	164	185	246
gene_1082	NC_001136.10	685882	687840	+	1959	164	201	170	159	203	217
gene_1083	NC_001136.10	688227	690533	+	2307	1220	1696	1207	451	547	649
gene_1084	NC_001136.10	691014	691214	+	201	20	22	17	505	780	1115
gene_1085	NC_001136.10	691549	693261	-	1713	872	1234	981	394	433	580
gene_1086	NC_001136.10	693585	694175	+	591	188	223	169	121	143	194
gene_1087	NC_001136.10	694700	697894	+	3195	466	616	387	542	670	882
gene_1088	NC_001136.10	698554	699468	-	915	217	250	179	159	198	269
gene_1089	NC_001136.10	700315	701289	+	975	74	106	74	79	94	133
gene_1090	NC_001136.10	701397	702758	-	1362	74	88	54	67	127	134
gene_1091	NC_001136.10	703234	704244	+	1011	116	129	92	112	106	118
gene_1092	NC_001136.10	704484	709250	+	4767	2449	3623	2827	2023	2314	2829
gene_1093	NC_001136.10	709549	712995	+	3447	414	593	416	366	470	604
gene_1094	NC_001136.10;NC_001136.10	713340;715359	715247;715379	-;-	1929	1641	2076	1532	1088	1384	1680
gene_1095	NC_001136.10	715747	716622	-	876	178	220	146	184	164	224
gene_1096	NC_001136.10	716790	718460	-	1671	95	125	100	132	139	169
gene_1097	NC_001136.10	718816	720303	-	1488	130	224	110	139	179	215
gene_1099	NC_001136.10	723004	727551	-	4548	1906	3032	2108	767	958	1165
gene_1100	NC_001136.10	728259	730250	+	1992	325	470	305	255	312	425
gene_1101	NC_001136.10	730578	732836	+	2259	418	583	409	218	295	318
gene_1102	NC_001136.10;NC_001136.10	733618;733776	733702;733924	-;-	234	369	456	337	177	222	302
gene_1103	NC_001136.10	734138	734803	+	666	135	182	141	107	137	212
gene_1104	NC_001136.10	734901	739997	-	5097	526	745	494	431	534	650
gene_1105	NC_001136.10	740473	741600	-	1128	142	177	130	200	276	362
gene_1106	NC_001136.10	742042	743874	-	1833	381	479	403	230	263	335
gene_1107	NC_001136.10	744311	746101	-	1791	614	912	673	132	130	195
gene_1108	NC_001136.10	746738	748357	+	1620	639	860	656	636	698	882
gene_1109	NC_001136.10	748613	750742	-	2130	463	674	474	356	367	458
gene_1110	NC_001136.10	751631	753235	+	1605	274	343	273	161	177	225
gene_1111	NC_001136.10	753675	755066	-	1392	690	895	646	1820	2300	2799
gene_1112	NC_001136.10	755628	763874	+	8247	1071	1532	1057	1086	1428	1557
gene_1113	NC_001136.10	764178	765155	-	978	265	395	225	157	247	252
gene_1114	NC_001136.10	765706	766503	+	798	469	650	479	251	275	411
gene_1115	NC_001136.10	766736	767971	-	1236	397	537	413	401	467	605
gene_1116	NC_001136.10	768512	769000	-	489	6986	9135	7025	5607	8401	11031
gene_1117	NC_001136.10	769525	769938	+	414	179	229	165	86	125	152
gene_1118	NC_001136.10	769931	770332	+	402	10	6	4	5	4	1
gene_1119	NC_001136.10	770357	771454	+	1098	3745	5098	4059	2125	2605	3257
gene_1120	NC_001136.10	771877	775782	+	3906	394	571	443	256	270	336
gene_1121	NC_001136.10	776163	778721	+	2559	266	332	214	221	278	352
gene_1122	NC_001136.10	779043	780206	+	1164	422	646	451	235	237	340
gene_1123	NC_001136.10	780390	781100	-	711	225	274	185	237	251	361
gene_1124	NC_001136.10	781423	781950	+	528	178	211	150	219	238	397
gene_1125	NC_001136.10	782041	784215	-	2175	360	480	335	323	374	407
gene_1126	NC_001136.10	784871	786205	+	1335	627	857	643	213	272	316
gene_1127	NC_001136.10	786306	789221	-	2916	336	462	304	375	445	516
gene_1128	NC_001136.10	789449	790069	+	621	432	567	327	295	319	434
gene_1129	NC_001136.10	790328	791848	+	1521	624	952	655	675	914	1220
gene_1130	NC_001136.10	792348	793889	-	1542	297	467	306	393	417	537
gene_1131	NC_001136.10	794574	794723	-	150	10	12	10	13	16	18
gene_1132	NC_001136.10	796193	802222	-	6030	1650	2480	1773	1000	1201	1597
gene_1133	NC_001136.10	802731	802802	-	72	0	0	0	1	1	2
gene_1134	NC_001136.10	803195	804517	+	1323	1	1	0	0	0	0
gene_1135	NC_001136.10	806621	807748	+	1128	435	272	198	2543	3717	4962
gene_1136	NC_001136.10	808324	810381	+	2058	2370	3468	2587	1392	1623	2189
gene_1137	NC_001136.10	810565	811632	-	1068	162	176	113	202	268	344
gene_1138	NC_001136.10	812110	812850	+	741	960	1277	920	573	673	900
gene_1139	NC_001136.10	813193	814152	-	960	428	498	341	267	318	413
gene_1140	NC_001136.10	814452	816560	+	2109	589	747	559	421	515	713
gene_1141	NC_001136.10	816878	817525	+	648	660	827	610	560	705	931
gene_1142	NC_001136.10	817950	818495	+	546	293	283	229	1225	1384	1634
gene_1143	NC_001136.10	818708	819196	-	489	91	136	66	100	99	186
